image_id,cell_id,x,y,width,height,area,mean,std,min,max
29,8,153,103,141,49,5025,148.50666666666666,25.57942280385625,34.0,199.0
29,9,19,145,143,41,4555,148.26147091108672,22.85696269913906,13.0,210.0
29,10,155,140,138,48,4758,153.10109289617486,24.87014773760541,27.0,212.0
29,11,23,179,140,37,3854,131.54903995848468,26.669167242985186,7.0,218.0
29,12,156,176,137,42,4110,128.12627737226276,34.879073202364644,0.0,220.0
30,1,24,14,148,49,5321,102.17534298064274,32.27852093770372,1.0,236.0
30,2,164,20,143,46,5201,128.78350317246682,43.91648885752153,1.0,243.0
30,3,25,54,148,44,4752,116.31734006734007,17.579015047184395,14.0,164.0
30,4,165,58,140,44,4615,124.65308775731312,24.363203314244075,4.0,186.0
30,5,26,87,149,47,4923,144.4722730042657,23.749235703045052,5.0,213.0
30,6,167,93,135,43,4326,133.67521960240407,32.204518235931666,22.0,208.0
30,7,26,121,151,49,4935,154.416210739615,21.944893233634776,4.0,236.0
30,8,168,127,132,42,4239,137.1663128096249,28.386107752648005,6.0,228.0
30,9,28,156,148,45,4552,172.3097539543058,23.383311830693437,2.0,241.0
30,10,169,160,129,41,3661,165.86834198306474,27.327150611928307,8.0,230.0
30,11,29,190,146,31,2989,170.63466042154568,48.74869515262347,0.0,246.0
30,12,168,190,129,28,2207,147.57453556864522,53.07897139028704,0.0,238.0
31,1,25,13,147,48,5192,115.2058936825886,32.32733230018574,0.0,233.0
31,2,164,19,138,48,5065,133.5674234945706,41.448585463145506,1.0,247.0
31,3,25,52,148,47,4987,136.3555243633447,22.42988610127345,14.0,222.0
31,4,165,57,136,46,4639,135.30782496227636,23.792949053249853,14.0,221.0
31,5,27,87,147,49,5048,161.97523771790807,16.60555432296577,46.0,219.0
31,6,166,94,133,44,4437,137.3065134099617,31.22932091735038,16.0,218.0
31,7,28,122,146,50,4943,175.14525591745902,22.680515139519745,5.0,245.0
31,8,167,130,130,43,4272,147.3249063670412,26.665693875467532,7.0,226.0
31,9,29,157,146,49,4673,185.89514230686925,16.630927926351468,23.0,239.0
31,10,168,163,128,44,3774,168.48834128245892,25.344729678453497,28.0,228.0
31,11,30,191,145,31,2805,177.70267379679143,45.770356136610964,0.0,240.0
31,12,168,193,128,27,1892,152.69503171247356,51.73523337899542,1.0,238.0
32,1,2,20,142,48,4981,68.70146556916282,21.74707728103445,1.0,151.0
32,2,135,11,159,53,6139,79.49584622902753,33.47994088185964,0.0,191.0
32,3,7,57,140,42,4103,88.38094077504265,17.84025842743436,7.0,123.0
32,4,139,51,153,47,5141,70.050962847695,12.909246219528466,8.0,164.0
32,5,13,90,136,41,4225,110.63550295857988,23.945029129514644,10.0,194.0
32,6,142,89,147,43,4798,83.87849103793248,18.92853191897271,6.0,192.0
32,7,16,123,139,43,4310,124.10069605568445,18.53593924242937,4.0,197.0
32,8,145,124,143,43,4837,93.84473847426091,20.214471297144183,23.0,179.0
32,9,21,156,138,40,3970,148.22216624685137,27.07797328311291,7.0,219.0
32,10,149,160,141,38,3898,124.34735761929194,28.4670138371481,5.0,222.0
32,11,26,187,135,33,3040,150.44210526315788,42.424847681883605,0.0,228.0
32,12,154,188,139,29,2666,118.99099774943735,36.82773397152089,2.0,210.0
33,1,26,17,145,36,3830,91.00522193211488,44.39782736304899,5.0,228.0
33,2,164,21,156,40,4150,191.29156626506025,48.12632274463018,13.0,239.0
33,3,26,45,145,39,4288,98.93983208955224,26.961425927267044,9.0,200.0
33,4,164,46,155,42,4292,124.76025163094128,66.14321970037318,35.0,222.0
33,5,26,77,145,42,4869,103.23064284247279,26.6092650377038,16.0,149.0
33,6,164,77,151,41,4539,54.15311742674598,9.173591888928561,35.0,99.0
33,7,25,112,147,43,4902,116.96226030191758,20.33662054223154,12.0,164.0
33,8,163,110,148,45,4882,61.01126587464154,11.403787547004962,9.0,136.0
33,9,26,148,148,41,4837,112.21397560471367,20.62090530581546,27.0,183.0
33,10,167,143,140,46,4484,73.14161462979483,19.9818777994035,5.0,161.0
33,11,28,181,147,38,3953,121.30255502150266,29.73086182318595,5.0,209.0
33,12,168,177,132,39,3670,84.04686648501362,28.8404798914966,0.0,184.0
34,1,26,3,144,47,5020,98.68266932270916,19.194088836440518,0.0,134.0
34,2,162,5,130,46,4593,99.90703244067059,19.818374646357256,0.0,137.0
34,3,27,42,143,43,4727,104.28453564628728,9.140955982598747,19.0,123.0
34,4,163,44,130,41,4198,106.28108623153882,8.988430420872605,28.0,124.0
34,5,28,77,145,43,4827,104.90615288999379,8.113454966505259,11.0,123.0
34,6,165,77,128,41,4005,104.99026217228464,8.009055739528922,34.0,122.0
34,7,29,112,145,42,4779,104.91671897886587,6.349829083506455,22.0,124.0
34,8,166,110,129,44,4149,104.44854181730537,8.495561395909572,23.0,127.0
34,9,28,147,146,43,4887,103.59852670349908,9.72170893383894,2.0,129.0
34,10,167,143,129,45,4100,102.9690243902439,9.808322326119981,18.0,133.0
34,11,29,182,144,39,4174,99.31792045999042,12.367216345696132,6.0,144.0
34,12,165,176,132,42,3874,94.87119256582343,18.46379988847693,2.0,132.0
35,1,28,0,143,44,4804,172.53601165695255,26.643375084311195,1.0,231.0
35,2,163,2,129,44,4395,150.71399317406144,38.4270343824055,0.0,210.0
35,3,28,35,143,43,4771,175.22615803814713,15.976868205109449,22.0,231.0
35,4,165,38,127,41,3983,162.68089379864423,13.995905358835365,12.0,207.0
35,5,27,69,146,45,4962,167.78174123337365,21.680090526168065,26.0,217.0
35,6,164,70,129,44,4225,161.8414201183432,15.067546153760073,31.0,201.0
35,7,27,105,146,47,5195,161.89701636188644,23.80288763612152,19.0,202.0
35,8,166,106,128,46,4477,157.36899709626982,16.2230682086777,12.0,203.0
35,9,28,143,144,44,4804,155.0736885928393,18.589813460491335,14.0,206.0
35,10,165,142,130,45,4253,147.91841053374088,16.766698941126347,8.0,207.0
35,11,28,178,144,41,4374,132.15935070873343,26.283190668095763,4.0,206.0
35,12,164,177,132,39,3714,127.27329025309639,25.904008680038412,6.0,207.0
36,1,28,6,141,45,4953,174.82313749242883,25.96051867489258,1.0,237.0
36,2,161,4,131,48,4670,160.52655246252678,38.39569760731795,0.0,219.0
36,3,28,43,141,42,4611,181.36196052916938,14.891386484424498,20.0,231.0
36,4,162,42,130,43,4116,178.8112244897959,17.15617624189881,20.0,229.0
36,5,27,77,145,43,4829,171.49099192379376,12.972140354531042,58.0,214.0
36,6,164,75,128,43,4048,177.33275691699606,18.25844311999813,71.0,228.0
36,7,27,113,143,43,4828,167.97866611433307,9.911004179928078,60.0,212.0
36,8,162,110,131,45,4445,179.8416197975253,15.43852062491877,85.0,221.0
36,9,28,148,141,43,4563,170.48082401928556,12.782208351457061,8.0,223.0
36,10,162,145,134,44,4354,171.63344051446944,15.634879759806417,48.0,214.0
36,11,29,182,140,39,4112,162.69017509727627,29.573431668809253,3.0,207.0
36,12,162,179,134,40,3881,165.96469981963412,36.358383057003316,0.0,215.0
37,1,25,16,152,44,4921,129.53891485470433,31.810436027140625,9.0,234.0
37,2,169,14,130,42,4053,80.45275104860598,24.982067103017148,0.0,178.0
37,3,25,50,152,41,4408,144.22050816696915,31.976006438633714,39.0,229.0
37,4,170,47,132,39,3834,75.66145018257694,12.459036294088266,15.0,122.0
37,5,23,80,156,40,4622,161.5664214625703,26.59863670977283,61.0,234.0
37,6,171,78,131,41,4078,88.54242275625306,16.41862960041601,11.0,149.0
37,7,20,113,157,39,4686,172.9131455399061,18.433773967114444,105.0,245.0
37,8,167,111,133,41,4004,123.46128871128872,23.238840466583763,5.0,177.0
37,9,16,143,157,42,4675,117.72748663101605,27.816906404527995,33.0,227.0
37,10,162,142,137,43,4172,82.22962607861936,10.978100948499538,27.0,134.0
37,11,16,174,151,41,4419,102.81307988232632,18.640278142235818,7.0,198.0
37,12,158,175,138,40,4035,69.9920693928129,11.231149662044581,4.0,110.0
38,1,25,16,146,42,4695,54.14909478168264,32.20835270141304,4.0,175.0
38,2,164,17,133,40,4153,45.60871659041656,17.943708730094542,2.0,119.0
38,3,25,50,146,37,4147,39.55196527610321,18.253562973978433,9.0,119.0
38,4,164,49,134,40,3939,46.737496826605735,13.439988867791692,13.0,99.0
38,5,26,80,145,40,4383,40.98859228838695,16.18357660910427,1.0,135.0
38,6,164,81,134,39,4011,50.55272999252057,13.684404493954842,20.0,95.0
38,7,25,112,144,40,4343,53.72208151047663,19.84141334978558,12.0,187.0
38,8,161,113,137,40,4168,60.661708253358924,9.6986381377379,8.0,99.0
38,9,25,144,144,41,4533,59.22148687403485,20.897782739934488,17.0,210.0
38,10,162,145,135,40,4075,57.01938650306749,10.476587610819651,22.0,103.0
38,11,24,176,144,39,4236,73.32058545797922,22.489115219144537,11.0,213.0
38,12,160,176,136,39,3970,68.11209068010075,16.593412547199275,3.0,165.0
39,1,24,13,143,46,4971,171.94327097163549,25.732472272060214,0.0,229.0
39,2,159,6,135,50,4519,173.23301615401638,38.71743757166107,0.0,235.0
39,3,23,50,143,41,4221,177.14641080312722,14.438503747206857,77.0,239.0
39,4,159,39,136,48,4021,181.54488933101217,12.702683045210014,23.0,230.0
39,5,21,80,145,42,4478,178.64515408664582,10.804664082332275,95.0,229.0
39,6,160,71,136,47,4031,186.16050607789631,8.854808242814656,73.0,225.0
39,7,20,114,140,38,3845,153.38491547464238,23.73330540529481,71.0,200.0
39,8,146,102,151,49,4655,187.5394199785177,10.791775087788965,80.0,242.0
39,9,19,144,137,39,4077,110.30193769928869,14.210817792552657,12.0,166.0
39,10,148,136,149,46,4641,151.10407239819006,33.05777308518169,36.0,243.0
39,11,20,176,136,39,3972,115.06017119838872,15.341830303793254,8.0,199.0
39,12,148,172,150,41,4682,101.02370781717215,19.795399258115193,0.0,170.0
40,1,25,13,139,42,4562,110.58022797018852,27.612609248566304,0.0,214.0
40,2,157,13,139,41,4530,90.05496688741722,25.81523461959405,0.0,188.0
40,3,24,48,139,38,4085,107.81982864137088,22.202293451064016,38.0,217.0
40,4,156,46,140,40,4143,93.57398020757905,20.666863704648705,46.0,196.0
40,5,24,79,138,41,4454,104.5035922766053,16.317168476655155,8.0,158.0
40,6,156,77,139,43,4478,101.50111656989728,18.250132271248813,30.0,185.0
40,7,24,112,138,42,4454,93.31814099685676,17.133068269745362,1.0,136.0
40,8,155,111,140,43,4459,103.55685131195335,23.299354280503355,25.0,245.0
40,9,24,146,138,42,4320,111.25763888888889,13.731791377134824,9.0,145.0
40,10,155,144,140,44,4332,99.75346260387812,23.97840045498696,48.0,236.0
40,11,26,179,136,37,3741,82.65356856455493,22.763776667405228,10.0,174.0
40,12,155,176,141,40,4029,93.17969719533383,26.572789737586255,3.0,221.0
41,1,27,12,144,44,4991,160.71288318974155,41.13982481314622,0.0,216.0
41,2,163,14,130,42,4359,124.38586831842166,26.963167120402364,1.0,167.0
41,3,26,48,145,41,4519,178.27284797521577,32.675646110488735,14.0,219.0
41,4,163,50,130,38,3798,150.96761453396525,24.53703510577237,7.0,218.0
41,5,27,81,144,43,4738,197.0966652596032,32.884045251527304,64.0,236.0
41,6,164,80,130,44,4187,153.87508956293289,17.78770914341345,32.0,189.0
41,7,28,116,143,45,4828,203.03500414250206,32.8921975859618,2.0,240.0
41,8,164,113,132,48,4381,179.77516548733166,22.982996096357255,39.0,213.0
41,9,28,150,143,45,4585,176.00436205016356,28.353970381069306,4.0,227.0
41,10,164,146,133,50,4159,200.02163981726378,32.097269111238134,33.0,243.0
41,11,28,183,144,37,3521,185.90854870775348,46.96589296059305,2.0,253.0
41,12,165,179,131,41,3452,167.223348783314,47.4497318878075,0.0,254.0
42,1,26,13,143,44,4743,219.1056293485136,43.01533707941557,0.0,251.0
42,2,161,14,134,43,4563,180.7008547008547,49.0112687393195,0.0,237.0
42,3,26,47,142,41,4336,228.99331180811808,23.31479190747268,8.0,251.0
42,4,162,50,134,40,4101,214.128992928554,32.62934519638109,37.0,251.0
42,5,26,80,142,42,4559,223.65913577538933,25.950271749239718,7.0,248.0
42,6,162,82,133,40,4043,215.32005936186002,22.636650981191156,83.0,241.0
42,7,26,113,142,43,4385,224.12770809578106,25.334057657930796,3.0,251.0
42,8,161,114,135,42,4153,206.83578136287022,25.615138581667384,33.0,242.0
42,9,26,146,140,41,4257,188.32511158092552,31.296613984277947,28.0,240.0
42,10,159,145,137,43,4121,191.41446250909974,28.25833309798965,19.0,248.0
42,11,26,177,139,39,3909,144.24891276541314,21.384496766090233,14.0,180.0
42,12,157,177,139,39,3924,158.16615698267074,41.86288253525886,4.0,237.0
43,1,25,15,141,42,4607,79.9591925331018,30.94281585239518,1.0,209.0
43,2,158,11,135,44,4482,73.24810352521196,24.752528431241,1.0,176.0
43,3,25,50,139,38,4072,74.8320235756385,20.352970174468968,14.0,203.0
43,4,157,47,137,40,4090,72.03105134474328,10.519989779379252,9.0,134.0
43,5,25,81,138,39,4281,77.0042046250876,11.897403864477912,13.0,160.0
43,6,156,78,139,42,4411,70.2650192700068,9.746238338388055,6.0,135.0
43,7,25,113,138,41,4315,75.70706836616455,14.172744348476916,4.0,144.0
43,8,156,112,139,42,4435,69.18647125140924,14.344393357897957,4.0,188.0
43,9,26,146,137,41,4261,98.52734099976531,21.41495607660346,17.0,198.0
43,10,156,145,139,42,4227,76.48261178140525,13.124357178629491,8.0,169.0
43,11,27,178,136,38,3789,110.35048825547638,21.867414918236562,28.0,217.0
43,12,156,177,139,39,4004,94.10614385614386,15.85152047955561,7.0,152.0
44,1,27,13,141,44,4713,127.74474856779122,37.13474907561345,0.0,238.0
44,2,160,12,133,44,4503,114.1916500111037,33.255642103910354,0.0,231.0
44,3,27,47,140,40,4144,118.566361003861,25.832274522929207,61.0,238.0
44,4,160,48,134,39,3866,113.85799275737196,16.048531528052024,6.0,203.0
44,5,26,79,141,42,4433,131.2761109857884,21.08878270981238,44.0,229.0
44,6,160,78,133,42,4175,125.82850299401197,16.867906728450084,81.0,213.0
44,7,25,111,142,44,4510,138.95410199556542,18.248454656883133,17.0,233.0
44,8,160,111,133,43,4280,127.63785046728972,18.908724857941664,49.0,208.0
44,9,25,145,141,42,4352,127.79848345588235,23.24065014992632,27.0,228.0
44,10,160,145,133,43,4096,123.7333984375,22.75622806605639,55.0,226.0
44,11,26,177,140,38,3945,109.2765525982256,27.13823824300647,12.0,216.0
44,12,158,177,136,39,3837,108.16210581183216,23.673519823534875,9.0,179.0
45,1,22,15,144,44,4876,93.69401148482362,32.30644218975019,0.0,211.0
45,2,158,11,135,46,4461,91.73301950235373,27.330775926802886,0.0,199.0
45,3,22,51,144,39,4130,90.60702179176755,25.792950950466704,20.0,217.0
45,4,159,45,136,43,3921,88.27339964294822,13.34771204660376,18.0,165.0
45,5,23,81,144,41,4435,102.20045095828635,24.16864273789753,5.0,219.0
45,6,160,75,136,46,4331,95.51743246363426,15.466556481480515,28.0,161.0
45,7,25,114,143,41,4538,110.78029969149405,21.549874295435153,13.0,210.0
45,8,161,110,135,44,4306,108.74918718067812,16.219645429325098,26.0,158.0
45,9,26,148,143,39,4398,115.0050022737608,23.817031682592553,29.0,235.0
45,10,162,143,135,44,4162,112.62998558385392,13.577461907155309,13.0,161.0
45,11,27,180,141,37,3929,115.22804784932553,26.848678402750007,2.0,235.0
45,12,160,176,139,39,3961,100.64251451653622,20.848098751419904,10.0,166.0
46,1,26,13,146,43,4811,102.1163999168572,36.73760179413461,1.0,231.0
46,2,164,13,129,43,4223,96.54274212645039,26.407013125015567,0.0,205.0
46,3,27,49,144,37,4225,100.39502958579881,28.581798716990033,45.0,226.0
46,4,165,46,130,41,3765,94.36972111553784,12.682069493659581,24.0,167.0
46,5,27,80,147,40,4624,110.39251730103807,27.895979626163587,70.0,222.0
46,6,165,76,130,44,4096,105.6943359375,15.137982778623313,16.0,164.0
46,7,27,112,147,42,4703,120.40569849032532,22.984597303878218,49.0,223.0
46,8,167,111,128,43,4043,108.37125896611427,17.016205776797122,10.0,168.0
46,9,27,146,147,41,4563,121.81087004163928,23.942035803652775,50.0,248.0
46,10,166,143,130,44,3982,108.58186840783526,14.656238490652655,14.0,163.0
46,11,27,178,146,38,4104,122.12280701754386,24.0022238718648,7.0,245.0
46,12,165,176,132,39,3793,95.06406538360137,20.70483202308298,6.0,155.0
47,1,28,11,144,45,4933,99.08858706669369,34.80163091847595,1.0,217.0
47,2,165,14,131,43,4349,92.20188549091745,30.595953668763467,0.0,207.0
47,3,29,47,143,40,4337,93.62808392898317,25.51160224409622,70.0,208.0
47,4,165,49,131,39,3838,88.87519541427827,12.495869235172574,33.0,169.0
47,5,27,79,145,42,4635,103.86752966558792,26.305969409689734,51.0,219.0
47,6,166,81,130,41,4166,99.75540086413827,17.417797839692224,34.0,157.0
47,7,26,112,146,43,4652,113.11027515047292,22.42029173975159,13.0,223.0
47,8,165,114,130,42,4161,109.7551069454458,14.632512399604781,4.0,157.0
47,9,27,146,144,42,4515,115.39401993355482,22.979224275243965,72.0,231.0
47,10,163,147,131,41,3888,112.40354938271605,14.141424780031528,7.0,166.0
47,11,27,179,143,37,4037,115.22095615556105,26.329757077883222,9.0,232.0
47,12,162,179,132,38,3668,102.22437295528898,21.576942165697716,5.0,166.0
48,1,27,11,143,45,4962,101.18178153970173,34.432076946122464,0.0,223.0
48,2,162,11,133,45,4596,96.58920800696258,29.90817257752707,0.0,218.0
48,3,27,48,143,40,4410,102.28979591836735,25.375107165826343,66.0,213.0
48,4,163,48,132,40,3904,94.1639344262295,13.465034047388794,18.0,171.0
48,5,26,81,144,41,4541,106.44571680246642,21.779448769956197,7.0,214.0
48,6,163,78,132,44,4205,107.35291319857313,17.527490056608187,13.0,174.0
48,7,25,113,144,43,4552,121.34863796133568,21.938611184638734,18.0,198.0
48,8,162,112,133,44,4307,119.42140701184118,13.939953372959508,17.0,187.0
48,9,25,147,143,41,4354,124.87965089572806,21.63411947936716,26.0,229.0
48,10,161,146,134,42,4037,118.52415159772109,15.573257688128793,16.0,191.0
48,11,25,179,142,37,3940,124.89619289340102,28.6792189523902,10.0,238.0
48,12,160,178,135,39,3849,107.52818914003637,17.808463862987782,3.0,176.0
49,1,24,16,140,44,4678,88.38200085506627,29.481439456707392,2.0,204.0
49,2,156,12,137,45,4436,86.09490532010821,26.73439578778647,0.0,189.0
49,3,24,51,140,40,4078,87.93575282000981,22.569293696513864,5.0,203.0
49,4,158,45,137,43,4025,83.38757763975156,16.013917695888164,7.0,155.0
49,5,25,82,142,40,4292,104.34133271202236,19.263821411445374,7.0,197.0
49,6,159,76,138,46,4420,109.61289592760181,16.082048287888124,7.0,151.0
49,7,26,114,142,41,4399,96.05592180040918,18.026982398435994,24.0,174.0
49,8,161,111,136,43,4337,96.10560295134886,13.989567853469767,4.0,155.0
49,9,26,147,143,40,4315,93.6412514484357,19.029066363964535,9.0,201.0
49,10,162,144,136,44,4189,99.05633802816901,15.142678665614383,9.0,165.0
49,11,27,178,141,38,3974,102.04705586311022,22.35249812119614,9.0,222.0
49,12,161,177,138,39,3895,95.88600770218228,21.866612713999004,3.0,179.0
